SK_ID_CURR,ID,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
238881,5714484,Closed,UAH,-2911,0,-2607.0,-2604.0,,0,48555.0,,,0,Consumer credit,-2601,
238881,5714485,Closed,USD,-2148,0,-1595.0,-987.0,,0,135000.0,,,0,Consumer credit,-984,
238881,5714486,Active,EUR,-381,0,,,,0,450000.0,520920.0,,0,Consumer credit,-4,
238881,5714487,Active,GBP,-95,0,1720.0,,,0,67500.0,8131.5,,0,Credit card,-7,
238881,5714488,Closed,UAH,-444,0,-77.0,-77.0,0.0,0,107184.06,0.0,0.0,0,Consumer credit,-71,
238881,5714489,Active,USD,-392,0,,,0.0,0,252000.0,23679.0,228320.1,0,Credit card,-22,
222183,5714491,Active,EUR,-784,0,1008.0,,0.0,0,0.0,-411.615,411.615,0,Credit card,-694,
222183,5714492,Active,GBP,-774,4,625.0,,100.0,0,127840.5,0.0,0.0,40,Credit card,-210,
222183,5714493,Active,UAH,-395,0,1431.0,,,0,1350000.0,1185493.5,0.0,0,Consumer credit,-24,
222183,5714495,Closed,USD,-2744,0,-2561.0,-2559.0,310.5,0,18157.5,,,0,Consumer credit,-2559,
222183,5714496,Closed,EUR,-1103,0,-7.0,-343.0,20493.27,0,675000.0,0.0,0.0,0,Consumer credit,-343,
222183,5714497,Active,GBP,-315,0,1512.0,,88821.0,0,3709552.5,,,0,Car loan,-32,
426155,5714498,Closed,UAH,-1331,0,-994.0,-1023.0,1350.0,0,39433.5,0.0,0.0,0,Consumer credit,-1023,
426155,5714499,Closed,USD,-2534,0,-2352.0,-2347.0,,0,38830.5,0.0,0.0,0,Consumer credit,-2345,
426155,5714500,Closed,EUR,-845,0,-480.0,-480.0,0.0,0,67500.0,0.0,0.0,0,Consumer credit,-480,
426155,5714501,Closed,GBP,-529,0,-343.0,-343.0,0.0,0,182791.44,0.0,0.0,0,Consumer credit,-337,
136226,5714502,Active,UAH,-521,0,551.0,,,0,112500.0,0.0,0.0,0,Credit card,-30,
136226,5714503,Closed,USD,-559,0,,-355.0,0.0,0,110250.0,0.0,0.0,0,Credit card,-351,
400486,5714504,Closed,EUR,-2413,0,-1864.0,-2128.0,,0,180000.0,0.0,0.0,0,Consumer credit,-708,
400486,5714506,Active,GBP,-941,6,-17.0,,1500.0,0,40500.0,0.0,0.0,500,Credit card,-15,
400486,5714507,Closed,UAH,-1110,0,-745.0,-727.0,,0,114727.5,0.0,0.0,0,Consumer credit,-658,
400486,5714508,Closed,USD,-2133,0,-1038.0,-1127.0,,0,225000.0,0.0,0.0,0,Consumer credit,-708,
400486,5714509,Active,EUR,-391,0,705.0,,,0,142290.0,108315.0,0.0,0,Consumer credit,-30,
435112,5714512,Closed,GBP,-1412,0,-861.0,-849.0,,0,85288.5,0.0,0.0,0,Consumer credit,-753,
435112,5714513,Closed,UAH,-1590,0,-1344.0,-1276.0,,0,100129.5,0.0,0.0,0,Consumer credit,-783,
435112,5714514,Closed,USD,-1181,0,-875.0,-872.0,,0,44419.5,0.0,0.0,0,Consumer credit,-872,
435112,5714516,Closed,EUR,-1475,0,-1293.0,-1322.0,,0,21690.0,0.0,,0,Consumer credit,-1322,
435112,5714517,Closed,GBP,-1411,0,-861.0,-861.0,,0,85293.0,0.0,,0,Consumer credit,-855,
435112,5714518,Active,UAH,-1483,0,,,,0,200250.0,0.0,,0,Credit card,-848,
435112,5714519,Closed,USD,-1589,0,-1344.0,-1292.0,3980.52,0,100129.5,0.0,0.0,0,Consumer credit,-736,
435112,5714520,Closed,EUR,-829,0,-508.0,-508.0,0.0,0,159386.085,0.0,0.0,0,Consumer credit,-508,
435112,5714521,Closed,GBP,-739,0,-525.0,-525.0,0.0,0,48645.0,0.0,0.0,0,Consumer credit,-519,
435112,5714522,Active,UAH,-508,20,1318.0,,0.0,0,1058823.54,858768.57,0.0,0,Consumer credit,-7,
435112,5714523,Active,USD,-416,0,680.0,,0.0,0,256500.0,183528.0,0.0,0,Consumer credit,-43,
452585,5714524,Closed,EUR,-2642,0,-2307.0,-2332.0,1800.0,0,15921.0,0.0,0.0,0,Consumer credit,-2306,
452585,5714525,Active,GBP,-2538,0,-1427.0,,0.0,0,45000.0,0.0,0.0,0,Credit card,-682,
452585,5714527,Active,UAH,-42,0,-26.0,,,0,45000.0,54000.0,0.0,0,Consumer credit,-31,
452585,5714528,Closed,USD,-2898,0,-2722.0,-2344.0,,0,11340.0,,,0,Consumer credit,-2344,
389599,5714529,Closed,EUR,-672,0,10285.0,-531.0,,0,135000.0,0.0,0.0,0,Credit card,-429,
389599,5714530,Closed,GBP,-1304,0,1253.0,-1287.0,,0,225000.0,0.0,0.0,0,Consumer credit,-429,
389599,5714531,Closed,UAH,-1253,0,-887.0,-887.0,,0,43105.5,0.0,0.0,0,Consumer credit,-687,
389599,5714532,Closed,USD,-1130,0,331.0,-858.0,,0,450000.0,0.0,0.0,0,Consumer credit,-847,
389599,5714533,Active,EUR,-831,0,277.0,,,0,270000.0,274225.5,0.0,0,Credit card,-10,
389599,5714534,Active,GBP,-329,0,1497.0,,,0,589500.0,521478.0,0.0,0,Consumer credit,-8,
389599,5714536,Closed,UAH,-700,0,-600.0,-600.0,0.0,0,68715.0,0.0,0.0,0,Consumer credit,-596,
242993,5714537,Closed,USD,-2785,0,-958.0,-1769.0,,0,225000.0,0.0,0.0,0,Consumer credit,-908,
242993,5714538,Closed,EUR,-683,0,-654.0,-654.0,,0,40500.0,0.0,0.0,0,Consumer credit,-624,
242993,5714539,Closed,GBP,-744,0,-717.0,-717.0,,0,45000.0,0.0,0.0,0,Consumer credit,-624,
242993,5714541,Closed,UAH,-801,0,-773.0,-773.0,,0,45000.0,0.0,0.0,0,Consumer credit,-624,
242993,5714542,Closed,USD,-1841,0,-1473.0,-1466.0,,0,225000.0,0.0,0.0,0,Consumer credit,-1195,
242993,5714543,Active,EUR,-2237,0,-1868.0,,,0,135000.0,,,0,Consumer credit,-1874,
242993,5714544,Closed,GBP,-1201,0,-1081.0,-987.0,,0,157500.0,,,0,Consumer credit,-984,
242993,5714545,Closed,UAH,-1844,0,-1473.0,-987.0,,0,225000.0,,,0,Consumer credit,-984,
242993,5714547,Closed,USD,-705,0,-614.0,-586.0,,0,158566.5,,,0,Consumer credit,-580,
242993,5714548,Closed,EUR,-605,0,-577.0,-577.0,,0,13500.0,,,0,Consumer credit,-572,
242993,5714549,Closed,GBP,-564,0,-535.0,-535.0,,0,45000.0,,,0,Consumer credit,-531,
242993,5714550,Active,UAH,-382,0,1464.0,,,0,58500.0,59809.5,,0,Credit card,-341,
242993,5714551,Closed,USD,-865,0,-742.0,-833.0,0.0,0,29250.0,0.0,0.0,0,Consumer credit,-833,
303740,5714552,Closed,EUR,-1423,0,-1119.0,-1118.0,,0,79744.5,0.0,0.0,0,Consumer credit,-1118,
303740,5714553,Closed,GBP,-666,0,-574.0,-574.0,0.0,0,36916.56,0.0,0.0,0,Consumer credit,-568,
303740,5714554,Active,UAH,-581,0,,,0.0,0,384750.0,263056.5,121690.17,0,Credit card,-22,
303740,5714555,Closed,USD,-433,0,-320.0,-320.0,0.0,0,67500.0,0.0,0.0,0,Consumer credit,-316,
234931,5714557,Active,EUR,-1272,0,-667.0,,,0,135000.0,17982.0,0.0,0,Consumer credit,-721,
234931,5714558,Closed,GBP,-1602,0,-1332.0,-987.0,,0,42894.0,,,0,Consumer credit,-984,
234931,5714559,Closed,UAH,-1273,0,-667.0,-649.0,,0,135000.0,,,0,Consumer credit,-643,
234931,5714560,Closed,USD,-371,0,-130.0,-130.0,,0,63522.0,0.0,,0,Consumer credit,-110,
234931,5714561,Closed,EUR,-2638,0,-1208.0,-1518.0,18293.265,0,1143000.0,0.0,0.0,0,Car loan,-704,
234931,5714562,Closed,GBP,-1495,0,-635.0,-40.0,12618.0,0,46831.5,,,0,Consumer credit,-34,
311918,5714563,Closed,UAH,-2904,0,-2723.0,-2723.0,,0,32899.5,0.0,,0,Consumer credit,-2723,
311918,5714564,Active,USD,-146,0,37.0,,0.0,0,59085.0,20835.0,0.0,0,Consumer credit,-24,
119939,5714566,Closed,EUR,-2279,0,-1945.0,-2033.0,0.0,0,39541.5,0.0,0.0,0,Consumer credit,-2033,
119939,5714567,Closed,GBP,-2247,0,-1123.0,-1733.0,0.0,0,135000.0,0.0,0.0,0,Credit card,-1733,
119939,5714568,Closed,UAH,-1447,0,-331.0,-1272.0,0.0,0,99000.0,-2692.17,137692.17,0,Credit card,-1272,
119939,5714569,Closed,USD,-1390,0,-331.0,-1263.0,0.0,0,135000.0,-149.04,135149.04,0,Credit card,-1263,
119939,5714570,Active,EUR,-1390,0,-696.0,,0.0,0,4500.0,-2.565,2.565,0,Credit card,-691,
119939,5714571,Active,GBP,-733,0,1100.0,,0.0,0,337500.0,242596.395,94903.605,0,Credit card,-687,
119939,5714573,Closed,UAH,-1188,0,1369.0,-1090.0,,0,450000.0,0.0,0.0,0,Consumer credit,-429,
119939,5714574,Closed,USD,-437,0,1389.0,-225.0,,0,1226250.0,0.0,0.0,0,Consumer credit,-194,
119939,5714575,Closed,EUR,-944,0,335.0,-548.0,,0,1215000.0,0.0,0.0,0,Consumer credit,-513,
119939,5714577,Active,GBP,-1102,0,4.0,,,0,225000.0,210730.5,0.0,0,Credit card,-10,
119939,5714578,Closed,UAH,-1572,0,-1179.0,-987.0,,0,225000.0,,,0,Consumer credit,-984,
119939,5714579,Closed,USD,-1791,0,-1703.0,-987.0,,0,22770.0,,,0,Consumer credit,-984,
119939,5714580,Active,EUR,-2401,0,,,0.0,0,99000.0,45036.0,53962.695,0,Credit card,-22,
119939,5714581,Closed,GBP,-1624,0,203.0,-1085.0,40.5,0,765000.0,,,0,Consumer credit,-1085,
119939,5714582,Closed,UAH,-1617,0,9341.0,-1083.0,6007.5,0,144000.0,,,0,Credit card,-1083,
119939,5714583,Closed,USD,-937,0,889.0,-156.0,0.0,0,675000.0,,,0,Consumer credit,-156,
119939,5714585,Active,EUR,-314,0,1512.0,,0.0,0,900000.0,,,0,Consumer credit,-40,
416951,5714796,Closed,GBP,-751,0,-263.0,-263.0,,0,141367.5,0.0,0.0,0,Consumer credit,-250,
416951,5714798,Closed,UAH,-1623,0,-1439.0,-1439.0,0.0,0,54540.0,0.0,0.0,0,Consumer credit,-1439,
416951,5714799,Active,USD,-1096,0,0.0,,12325.005,0,468000.0,21144.285,0.0,0,Consumer credit,-30,
225481,5714800,Closed,EUR,-2639,0,-2242.0,-2302.0,8034.12,0,43582.5,0.0,0.0,0,Consumer credit,-2302,
225481,5714801,Closed,GBP,-1138,0,-770.0,-836.0,,0,74844.0,0.0,0.0,0,Consumer credit,-835,
148089,5714802,Closed,UAH,-2502,0,-1740.0,-1769.0,0.0,0,99837.72,0.0,0.0,0,Consumer credit,-1769,
148089,5714803,Closed,USD,-2311,0,-1215.0,-1825.0,0.0,0,112500.0,0.0,0.0,0,Credit card,-1825,
148089,5714804,Active,EUR,-1475,0,-1110.0,,,0,52650.0,5427.0,0.0,0,Consumer credit,-1118,
148089,5714805,Closed,GBP,-791,0,-426.0,-426.0,0.0,0,59085.0,0.0,0.0,0,Consumer credit,-423,
390784,5714807,Active,UAH,-1537,0,-57.0,,,0,0.0,0.0,,0,Credit card,-608,
390784,5714808,Closed,USD,-514,0,-56.0,-26.0,,0,454959.0,0.0,,0,Consumer credit,-15,
390784,5714809,Active,EUR,-636,0,,,0.0,0,45000.0,31072.5,0.0,0,Credit card,-21,
346919,5714810,Closed,GBP,-2499,0,-2163.0,-2192.0,0.0,0,126716.4,0.0,0.0,0,Consumer credit,-2192,
346919,5714811,Closed,UAH,-2308,0,-1184.0,-1733.0,0.0,0,45000.0,0.0,0.0,0,Credit card,-1733,
346919,5714812,Closed,USD,-2287,0,-1738.0,-2000.0,,0,135000.0,0.0,0.0,0,Consumer credit,-538,
346919,5714814,Active,EUR,-194,0,1069.0,,,0,45000.0,0.0,0.0,0,Credit card,-18,
346919,5714815,Closed,GBP,-318,0,47.0,-109.0,,0,81000.0,0.0,0.0,0,Consumer credit,-90,
346919,5714817,Closed,UAH,-1296,0,-1204.0,-1204.0,,0,18652.5,0.0,0.0,0,Consumer credit,-687,
346919,5714818,Closed,USD,-1043,0,-130.0,-312.0,,0,270000.0,0.0,0.0,0,Consumer credit,-288,
346919,5714819,Closed,EUR,-1086,0,-812.0,-965.0,,0,44365.5,0.0,0.0,0,Consumer credit,-964,
346919,5714820,Closed,GBP,-1977,0,-1247.0,-1635.0,,0,157500.0,0.0,0.0,0,Consumer credit,-538,
346919,5714821,Closed,UAH,-1602,0,224.0,-1106.0,,0,135000.0,0.0,0.0,0,Consumer credit,-17,
346919,5714823,Active,USD,-699,0,,,0.0,0,78230.34,0.0,78230.34,0,Credit card,-29,
346919,5714824,Closed,EUR,-310,0,-98.0,-98.0,0.0,0,160542.81,0.0,0.0,0,Consumer credit,-92,
233234,5714825,Active,GBP,-929,0,-16.0,,,0,225000.0,0.0,0.0,0,Consumer credit,-15,
233234,5714826,Closed,UAH,-1435,0,-340.0,-340.0,,0,225000.0,0.0,0.0,0,Consumer credit,-337,
233234,5714827,Active,USD,-35,0,1426.0,,,0,900000.0,,,0,Consumer credit,-30,
233234,5714828,Closed,EUR,-360,0,370.0,-32.0,,0,229500.0,,,0,Consumer credit,-30,
181326,5714829,Closed,GBP,-360,0,-300.0,-271.0,,0,147852.0,,,0,Consumer credit,-265,
181326,5714830,Closed,UAH,-1369,0,457.0,-221.0,,0,1197481.5,0.0,,0,Car loan,-221,
297876,5714833,Closed,USD,-2738,0,-2038.0,-2029.0,140631.84,0,239355.0,0.0,0.0,0,Consumer credit,-2029,
297876,5714836,Active,EUR,-441,0,1386.0,,,0,1115271.0,0.0,,0,Consumer credit,-21,
297876,5714837,Closed,GBP,-1231,0,596.0,-440.0,0.0,0,900000.0,0.0,0.0,0,Consumer credit,-395,
297876,5714838,Active,UAH,-598,0,,,15459.345,0,46089.0,44383.5,1705.095,0,Credit card,-22,
297876,5714839,Active,USD,-124,0,1702.0,,486.0,0,1350000.0,1324440.0,0.0,0,Consumer credit,-27,
278778,5714840,Active,EUR,-180,0,918.0,,,0,2642787.0,2352469.5,,0,Car loan,-12,
198319,5714841,Active,GBP,-126,0,1335.0,,,0,2466000.0,3479481.0,0.0,0,Consumer credit,-27,
198319,5714842,Active,UAH,-1378,0,448.0,,17848.575,0,1350000.0,494782.65,0.0,0,Consumer credit,-36,
333498,5714844,Closed,USD,-2805,0,-241.0,-1224.0,0.0,0,180000.0,-455.805,180455.805,0,Credit card,-1224,
333498,5714845,Closed,EUR,-2711,0,-2314.0,-2253.0,0.0,0,41979.78,0.0,0.0,0,Consumer credit,-2253,
333498,5714846,Active,GBP,-1314,0,-757.0,,0.0,0,4500.0,0.0,4500.0,0,Credit card,-674,
333498,5714847,Active,UAH,-1290,10,-210.0,,0.0,0,135000.0,-45.0,135045.0,0,Credit card,-674,
333498,5714848,Closed,USD,-2688,0,-1957.0,-2414.0,,0,67500.0,0.0,0.0,0,Consumer credit,-991,
333498,5714849,Closed,EUR,-816,0,-755.0,-755.0,,0,32305.5,0.0,0.0,0,Consumer credit,-737,
333498,5714850,Closed,GBP,-914,0,308.0,-293.0,,0,0.0,0.0,0.0,0,Credit card,-199,
450907,6023311,Closed,UAH,-373,0,-8.0,-8.0,,0,135000.0,0.0,,0,Consumer credit,-8,
308527,6023317,Active,USD,-2288,0,1369.0,,,0,85500.0,78664.5,0.0,0,Credit card,-14,
308527,6023321,Active,EUR,-2283,0,1369.0,,,0,85500.0,78664.5,,0,Credit card,-17,
351208,6023342,Active,GBP,-1539,0,-339.0,,,0,270000.0,243270.0,0.0,0,Credit card,-8,
351208,6023343,Closed,UAH,-2592,0,-1862.0,-1912.0,,0,291060.0,0.0,,0,Consumer credit,-1912,
187371,6023369,Closed,USD,-2665,0,-1402.0,-1397.0,,0,526594.5,0.0,0.0,0,Car loan,-904,
112177,6023393,Closed,EUR,-667,0,-302.0,-302.0,0.0,0,67500.0,0.0,0.0,0,Consumer credit,-302,
168474,6023409,Active,GBP,-1770,0,-1121.0,,,0,0.0,0.0,0.0,0,Credit card,-1,
168474,6023410,Active,UAH,-2459,0,-1972.0,,,0,173637.0,0.0,,0,Consumer credit,-525,
390315,6023440,Closed,USD,-1995,0,-1265.0,-1253.0,50553.0,0,900000.0,,,0,Consumer credit,-1253,
157878,6023450,Active,EUR,-1667,0,159.0,,,0,738000.0,71496.0,0.0,0,Consumer credit,-27,0.0
402207,6023461,Closed,GBP,-2454,0,-2270.0,-2269.0,,0,29430.0,0.0,,0,Consumer credit,-525,4905.0
380879,6028802,Closed,UAH,-1524,0,-1157.0,-1308.0,11051.325,0,139902.12,0.0,0.0,0,Consumer credit,-1308,
380879,6028803,Closed,USD,-2311,0,-2129.0,-2129.0,0.0,0,38610.0,0.0,0.0,0,Consumer credit,-2102,
246415,6028840,Closed,EUR,-2562,0,-1468.0,-1468.0,9378.0,0,337500.0,0.0,0.0,0,Consumer credit,-1468,
385899,6028867,Closed,GBP,-2599,0,-2104.0,-2111.0,,0,165168.0,0.0,,0,Consumer credit,-618,
385899,6028877,Active,UAH,-254,0,1565.0,,0.0,0,67500.0,68092.335,0.0,0,Credit card,-7,4500.0
385899,6028878,Closed,USD,-820,0,-90.0,-90.0,26.595,0,186750.0,0.0,0.0,0,Consumer credit,-90,
385899,6028881,Closed,EUR,-1754,0,-1632.0,-1629.0,0.0,0,31315.5,0.0,0.0,0,Consumer credit,-906,
340019,6028889,Closed,GBP,-2354,0,-1625.0,-1620.0,,0,130347.0,,,0,Consumer credit,-1620,0.0
340019,6028892,Closed,UAH,-2354,0,-1625.0,-1620.0,0.0,0,225000.0,,,0,Consumer credit,-1620,
390070,6028958,Closed,USD,-629,0,1197.0,-462.0,,0,297000.0,0.0,0.0,0,Consumer credit,-171,0.0
390070,6028959,Closed,EUR,-775,0,-531.0,-622.0,,0,162436.5,0.0,0.0,0,Consumer credit,-615,0.0
390070,6028962,Closed,GBP,-1309,0,-1280.0,-1207.0,,0,76869.0,,,0,Consumer credit,-1204,0.0
267912,6028968,Closed,UAH,-1083,0,-728.0,-728.0,0.0,0,63815.805,0.0,0.0,0,Consumer credit,-725,
159295,6028970,Closed,USD,-2178,0,-1813.0,-1813.0,,0,62095.5,0.0,0.0,0,Consumer credit,-957,0.0
159295,6028974,Closed,EUR,-1747,0,-1016.0,-1016.0,,0,151632.0,0.0,0.0,0,Consumer credit,-957,0.0
159295,6028985,Closed,GBP,-2179,0,-1813.0,-1813.0,0.0,0,62093.88,0.0,0.0,0,Consumer credit,-998,
138744,6028992,Closed,UAH,-1458,0,-1336.0,-1426.0,,0,37512.0,0.0,,0,Consumer credit,-891,
175576,6028999,Closed,USD,-2803,0,-2484.0,-2484.0,,0,14539.5,0.0,0.0,0,Consumer credit,-2469,0.0
401311,6029028,Closed,EUR,-2777,0,-2684.0,-2684.0,0.0,0,36229.14,0.0,0.0,0,Consumer credit,-2681,
220393,6029049,Closed,GBP,-113,0,-104.0,-110.0,,0,27000.0,,,0,Microloan,-110,
220393,6029050,Closed,UAH,-90,0,-81.0,-82.0,,0,13500.0,0.0,,0,Microloan,-82,
220393,6029051,Closed,USD,-68,0,-49.0,-57.0,,0,9000.0,0.0,,0,Microloan,-57,
220393,6029053,Closed,EUR,-32,0,-19.0,-20.0,,0,9000.0,0.0,,0,Microloan,-20,
220393,6029054,Closed,GBP,-1070,0,-891.0,-891.0,0.0,0,229590.0,,,0,Consumer credit,-891,
305475,6029060,Closed,UAH,-2471,0,-2379.0,-2379.0,0.0,0,14220.0,0.0,0.0,0,Consumer credit,-2379,
221202,6029137,Closed,USD,-1153,0,-787.0,-781.0,41278.905,0,486000.0,0.0,0.0,0,Consumer credit,-779,
221202,6029141,Closed,EUR,-2670,0,-2124.0,-2155.0,0.0,0,495000.0,,,0,Consumer credit,-2155,
167980,6029163,Closed,GBP,-2477,0,-2172.0,-2172.0,0.0,0,28566.0,0.0,0.0,0,Consumer credit,-2165,
237366,6034279,Closed,UAH,-1711,0,-1469.0,-1008.0,,0,138060.0,,,0,Consumer credit,-1005,
329452,6034291,Active,USD,-178,0,,,,0,90000.0,,,0,Credit card,-23,
329452,6034292,Active,EUR,-178,0,187.0,,,0,146583.0,,,0,Consumer credit,-23,
363239,6034300,Closed,GBP,-1399,0,-1004.0,-1004.0,0.0,0,97465.5,,,0,Consumer credit,-999,
381527,6034305,Closed,UAH,-359,0,-178.0,-266.0,,0,88132.5,0.0,0.0,0,Consumer credit,-263,
338153,6034312,Closed,USD,-2723,0,-896.0,-1701.0,,0,157500.0,0.0,0.0,0,Consumer credit,-559,
338413,6034325,Closed,EUR,-410,0,-45.0,-45.0,9629.91,0,139500.0,0.0,0.0,0,Consumer credit,-45,
320963,6034330,Active,GBP,-166,0,565.0,,,0,93240.0,80572.5,0.0,0,Consumer credit,-39,
286646,6034339,Closed,UAH,-2044,0,-217.0,-1246.0,,0,915421.5,,,0,Consumer credit,-1246,
286646,6034342,Closed,USD,-2044,0,-217.0,-1246.0,0.0,0,945000.0,,,0,Consumer credit,-1246,
341087,6034348,Closed,EUR,-2174,0,-1859.0,-1859.0,,0,131787.0,0.0,0.0,0,Consumer credit,-1398,
341087,6034349,Closed,GBP,-410,0,-45.0,-377.0,,0,34375.5,0.0,0.0,0,Consumer credit,-376,
341087,6034350,Closed,UAH,-2187,0,-1859.0,-1008.0,,0,131787.0,,,0,Consumer credit,-1005,
351147,6034354,Closed,USD,-1298,0,516.0,-347.0,,0,648000.0,0.0,0.0,0,Consumer credit,-345,
344307,6034364,Closed,EUR,-2910,0,-1084.0,-2240.0,,0,90000.0,0.0,0.0,0,Consumer credit,-559,
316442,6034371,Closed,GBP,-887,0,-522.0,-511.0,,0,535860.0,0.0,,0,Consumer credit,-511,
429562,6034380,Active,UAH,-131,10,234.0,,0.0,0,101191.5,81153.0,0.0,0,Consumer credit,-35,
104221,6034390,Active,USD,-328,0,31090.0,,,0,225000.0,123007.5,0.0,0,Credit card,-17,
193577,6034399,Closed,EUR,-688,0,-227.0,-227.0,0.0,0,153040.905,0.0,0.0,0,Consumer credit,-225,
154520,6034407,Closed,GBP,-336,0,1125.0,-143.0,,0,450000.0,0.0,,0,Consumer credit,-143,
290939,6034416,Closed,UAH,-1278,0,-516.0,-758.0,,0,246060.0,0.0,,0,Consumer credit,-681,
290939,6034424,Closed,USD,-466,0,-343.0,-343.0,,0,20191.5,0.0,,0,Consumer credit,-327,
435226,6034433,Closed,EUR,-677,0,-434.0,-434.0,,0,89248.5,0.0,,0,Consumer credit,-425,
435226,6034438,Active,GBP,-210,0,155.0,,0.0,0,230400.0,134086.5,0.0,0,Consumer credit,-15,
447156,6034443,Closed,UAH,-1124,0,-1032.0,-1027.0,,0,31806.0,0.0,0.0,0,Consumer credit,-1026,
447156,6034453,Closed,USD,-2252,0,-1946.0,-1807.0,5940.0,0,52518.6,0.0,0.0,0,Consumer credit,-645,
338198,6034460,Closed,EUR,-550,0,-427.0,-427.0,,0,334620.0,0.0,,0,Consumer credit,-427,
226893,6034471,Closed,GBP,-2773,0,-2559.0,-2588.0,,0,18334.98,0.0,,0,Consumer credit,-706,
204053,6034477,Active,UAH,-928,0,31090.0,,,0,31500.0,28895.355,2604.645,0,Credit card,-7,
204053,6034485,Closed,USD,-1213,0,-846.0,-839.0,,0,170478.0,0.0,0.0,0,Consumer credit,-773,
204053,6034492,Closed,EUR,-928,0,-627.0,-627.0,,0,53397.0,0.0,,0,Consumer credit,-621,
251454,6034507,Closed,GBP,-508,0,588.0,-385.0,0.0,0,180000.0,0.0,0.0,0,Consumer credit,-385,
340182,6034514,Active,UAH,-401,0,-217.0,,,0,37764.0,0.0,,0,Consumer credit,-280,
252001,6034523,Active,USD,-723,0,1109.0,,,0,900000.0,880389.72,19610.28,0,Credit card,-21,
252001,6034532,Closed,EUR,-2915,0,-2581.0,-2732.0,,0,15625.35,0.0,,0,Consumer credit,-715,
252001,6034542,Closed,GBP,-2231,0,-2049.0,-2049.0,0.0,0,20920.5,0.0,0.0,0,Consumer credit,-1544,
252001,6034546,Closed,UAH,-819,0,-635.0,-634.0,0.0,0,21150.0,0.0,0.0,0,Consumer credit,-631,
252001,6034547,Closed,USD,-764,0,-670.0,-670.0,7262.91,1,21822.66,0.0,0.0,0,Consumer credit,-670,
266459,6034555,Closed,EUR,-2884,0,-1788.0,-1788.0,,0,838800.0,0.0,0.0,0,Car loan,-954,
266459,6034562,Closed,GBP,-1581,0,-1456.0,-1456.0,0.0,0,22495.5,0.0,0.0,0,Consumer credit,-1456,
427340,6034571,Active,UAH,-173,0,1288.0,,0.0,0,424800.0,400558.5,0.0,0,Consumer credit,-15,
245758,6034581,Closed,USD,-1552,0,-1193.0,-1193.0,,0,87601.5,0.0,0.0,0,Consumer credit,-1188,
284132,6034601,Active,EUR,-223,0,1618.0,,,0,0.0,0.0,0.0,0,Credit card,-28,
284132,6034607,Closed,GBP,-747,0,-504.0,-504.0,0.0,0,175675.5,0.0,0.0,0,Consumer credit,-504,
319362,6034616,Closed,UAH,-2461,0,31084.0,-477.0,,0,252000.0,0.0,,0,Credit card,-477,
